priority,score,vertical,path,title,actions,report_actions,pain_points,recommended_reports
P0,100,healthcare,html/healthcare/hc-denial-war-room.html,TSM · Denial Recovery War Room,9,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/az-ins/index.html,AZ Insurance Command · NPN 18818059,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/az-life/index.html,AZ Insurance Command · NPN 18818059,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,legal,html/bpo-legal.tsmatter.html,BPO Legal Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,real_estate,html/bpo-realty.tsmatter.html,BPO Realty Command,8,0,property operational leakage; maintenance backlog; vendor performance; turnover delays; portfolio visibility,Property Operations Report; Maintenance Exception Report; Vendor Performance Report; Portfolio Executive Brief
P0,100,legal,html/bpo-tax.tsmatter.html,BPO Tax Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/case-tech.tsmatter.html,Case-Tech Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,construction,html/construction-command.tsmatter.html,TSM | Construction Command,8,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/construction-suite-expansion.html,TSM Construction Suite — Field & Document Ops,8,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/document-showcase.html,Construction BNCA · Neural Bridge · TSM,8,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/construction-suite/legal.html,Legal Analyst Pro · TSM Consultz,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,legal,html/desert-financial.tsmatter.html,Desert Financial Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,finops,html/financial-command.html,TSM | Financial Command,8,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,legal,html/financial-command.tsmatter.html,TSM | Financial Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,finops,html/finops-accounting.html,TSM FinOps · Financial Accounting Command,8,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,finops,html/finops-suite/finops-accounting.html,TSM FinOps · Financial Accounting Command,8,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,finops,html/finops-suite/finops-main-strategist/manager-bar-patch.html,FinOps Main Strategist · TSM,8,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,real_estate,html/finops-suite/finops-operations.html,TSM FinOps · Operations Suite,8,0,property operational leakage; maintenance backlog; vendor performance; turnover delays; portfolio visibility,Property Operations Report; Maintenance Exception Report; Vendor Performance Report; Portfolio Executive Brief
P0,100,finops,html/finops-suite/finops-war/finops-war-room.html,FinOps War Room · TSM,8,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,legal,html/hc-billing.tsmatter.html,HC Billing Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/hc-compliance.tsmatter.html,HC Compliance Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/hc-financial.tsmatter.html,HC Financial Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/hc-grants.tsmatter.html,HC Grants Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,insurance,html/hc-insurance.tsmatter.html,HC Insurance Command,8,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,legal,html/hc-legal.tsmatter.html,HC Legal Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,healthcare,html/hc-medical.tsmatter.html,HC Medical Command,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/hc-pharmacy.tsmatter.html,HC Pharmacy Command,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,legal,html/hc-strategist.tsmatter.html,HC Strategist Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/hc-taxprep.tsmatter.html,HC Tax Prep Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/hc-vendors.tsmatter.html,HC Vendors Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,healthcare,html/healthcare/hc-financial/index.html,HC FINANCIAL COMMAND · TSM Healthcare,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-grants/index.html,HC GRANTS COMMAND · TSM Healthcare,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-insurance/index.html,HC INSURANCE COMMAND · TSM Healthcare,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-main-strategist.html,HC Strategist · Healthcare · Neural Core,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-operations/index.html,HC OPERATIONS COMMAND · TSM Healthcare,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-pharmacy/index.html,HC PHARMACY COMMAND · TSM Healthcare,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-strategist/index.html,HC STRATEGIST · TSM Healthcare Full System,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-taxprep/index.html,HC TAX PREP COMMAND · TSM Healthcare,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-vendors/index.html,HC VENDORS COMMAND · TSM Healthcare,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,real_estate,html/legal-pro/case-strategist.html,TSM Legal Main Strategist,8,0,property operational leakage; maintenance backlog; vendor performance; turnover delays; portfolio visibility,Property Operations Report; Maintenance Exception Report; Vendor Performance Report; Portfolio Executive Brief
P0,100,healthcare,html/legal-pro/index.html,TSM Legal Pro Suite · TSM Consultz,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,legal,html/legal-pro/legal-account.html,TSM FinOps · Financial Accounting POC,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/pc-command.tsmatter.html,PC Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,mortgage,html/reo-pro.tsmatter.html,REO Pro Command,8,0,pipeline bottlenecks; documentation exceptions; underwriting risk; closing delays; loan fallout,Loan Pipeline Risk Report; Underwriting Exception Report; Closing Readiness Report; Executive Mortgage Brief
P0,100,healthcare,html/reo-pro/index.html,RealtyOps AI | Real Estate Intelligence Command Center,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,legal,html/rrd-command.tsmatter.html,RRD Command,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/strategist00.tsmatter.html,Sovereign Strategist,8,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,healthcare,html/suite-builder/index.html,TSM · Presentation Suite Builder,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,general,html/tsm-consultz-access.html,TSM Client Access — Sovereign Intelligence Portal,8,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,healthcare,html/tsm-doc-search-multi.html,TSM Document Search · FinOps · Insurance · Construction · BPO,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-insurance/az-ins.html,AZ Insurance Command · NPN 18818059,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-insurance/ins-claims.html,TSM Insurance · Claims Command,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,insurance,html/tsm-insurance/ins-compliance.html,TSM Insurance · Compliance Command,8,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,insurance,html/tsm-insurance/ins-liability.html,TSM Insurance · Liability Command,8,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,insurance,html/tsm-insurance/ins-malpractice.html,TSM Insurance · Malpractice Command,8,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,mortgage,html/tsm-insurance/ins-underwriting.html,TSM Insurance · Underwriting Command,8,0,pipeline bottlenecks; documentation exceptions; underwriting risk; closing delays; loan fallout,Loan Pipeline Risk Report; Underwriting Exception Report; Closing Readiness Report; Executive Mortgage Brief
P0,100,healthcare,html/tsm-insurance/legal.html,Legal Analyst Pro · TSM Consultz,8,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,finops,html/tsm-shell-bpo-tax-portal.html,TSM Shell,8,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,insurance,html/war-rooms/insure-war/insurance-strategist.html,Insurance Strategist · TSM,8,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,insurance,html/agents-ins/index.html,TSM Insurance Intelligence — AI for Insurance Professionals,7,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,construction,html/auditops-pro.html,AuditOps Pro · TSM AI Tax Intelligence Platform,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,insurance,html/compliance.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,7,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,construction,html/construction-suite/auditops-tax.html,AuditOps Pro · TSM AI Tax Intelligence Platform,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/construction-command-pro.html,TSM | CONSTRUCTION COMMAND,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/construction-command.html,TSM | CONSTRUCTION COMMAND,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/construction-hub.html,TSM Construction Intelligence Suite · Command Hub,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/financial/index.html,TSM | Financial Command,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/index.html,TSM Construction Intelligence Suite · Command Hub,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/tsm-construction-pitch.html,TSM Construction Command — Executive Intelligence Suite,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/finops-command-suite-v2.html,TSM FinOps Command Suite — Autonomous Financial Intelligence,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,finops,html/finops-main-strategist.html,TSM · FinOps Main Strategist · Controller Action Plan,7,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,insurance,html/finops-suite/compliance.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,7,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,finops,html/finops-suite/doc-analysis-tab.html,TSM · FinOps Intelligence · Document Processor,7,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,finops,html/finops-suite/finops-main-strategist/index.html,TSM · FinOps Main Strategist · Controller Action Plan,7,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,finops,html/finops-suite/finops-war/finops-main-strategist.html,TSM · FinOps Main Strategist · Controller Action Plan,7,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,construction,html/finops-suite/tax.html,AuditOps Pro · TSM AI Tax Intelligence Platform,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/finops-suite/zero-trust.html,TSM Zero-Trust | Enterprise Access Command,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/healthcare/executive-portal.html,TSM · RCM Executive Command,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-academy/poc-html/index.html,HC Command Center · Guided PoC,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-billing/index.html,HC BILLING COMMAND · TSM Healthcare,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-compliance/index.html,HC COMPLIANCE COMMAND · TSM Healthcare,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-legal/index.html,HC LEGAL COMMAND · TSM Healthcare,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-medical/index.html,HC MEDICAL COMMAND · TSM Healthcare,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,itops,html/l1-copilot/enterprise-command-center.html,TSM Enterprise Command Center,7,0,ticket backlog; incident response delays; SLA risk; endpoint/network troubleshooting; knowledge gaps,Incident Summary Report; Ticket/SLA Report; Root-Cause Report; Executive IT Operations Brief
P0,100,itops,html/l1-copilot/vmware-copilot.html,TSM VMware Operations Copilot,7,0,ticket backlog; incident response delays; SLA risk; endpoint/network troubleshooting; knowledge gaps,Incident Summary Report; Ticket/SLA Report; Root-Cause Report; Executive IT Operations Brief
P0,100,construction,html/legal-pro/legal-tax.html,AuditOps Pro · TSM AI Tax Intelligence Platform,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,general,html/logistics/logistics-situation-room.html,TSM · Logistics Situation Room,7,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,bpo,html/supplier-vendor/supplier-vendor-situation-room.html,TSM · Supplier/Vendor Management Situation Room,7,0,processing backlog; SLA misses; quality variance; manual processing; client reporting burden,SLA Performance Report; Processing Exception Report; Quality/Throughput Report; Client Executive Brief
P0,100,construction,html/tax-prep.html,AuditOps Pro · TSM AI Tax Intelligence Platform,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/tax-prep/index.html,AuditOps Pro · TSM AI Tax Intelligence Platform,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/tsm-ab-study-plan.html,TSM · AI-103 · Azure AI Apps & Agents Developer · 3-Week Plan,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-consultz-portfolio.html,TSM Consultz LLC | Latorrey Whitehead — Chief Solutions Architect,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,insurance,html/tsm-insurance/compliance.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,7,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,insurance,html/tsm-insurance/ins-appeals.html,TSM Insurance · Appeals Command,7,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,healthcare,html/tsm-insurance/ins-hub1.html,TSM Insurance Command Hub,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,construction,html/tsm-insurance/tax-prep.html,AuditOps Pro · TSM AI Tax Intelligence Platform,7,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/tsm-job-prep.html,TSM Career OS — Healthcare Ops Simulator,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
